wav/000001.wav	哈啰大家好，我是朱静熙。	zhujingxi
wav/000002.wav	塑胶天堂是我的一张最新的概念专辑。	zhujingxi
wav/000003.wav	那这首歌的故事，然后还有视角都是由一个。	zhujingxi
wav/000004.wav	为什么说是概念专辑呢因为之前的专辑都是用朱婧汐这个名字来发行的	zhujingxi
wav/000005.wav	就是一个我的人类身份	zhujingxi
wav/000006.wav	但是自从决定要做赛博朋克。	zhujingxi
wav/000007.wav	美学这样的。	zhujingxi
wav/000008.wav	音乐还有艺术风格之后。	zhujingxi
wav/000009.wav	那塑胶天堂这张专辑其实是由我创造的一个。	zhujingxi
wav/000010.wav	嗯通过他的视角来观察我日常所生活的世界，然后还有人类情感。	zhujingxi
wav/000011.wav	来描写的一系列故事。	zhujingxi
wav/000012.wav	然后这张专辑当中呢分三个篇章，第一个篇章是出场。	zhujingxi
wav/000013.wav	第二个篇章是人类记忆闪回。	zhujingxi
wav/000014.wav	第三个篇章叫做塑胶天堂。	zhujingxi
wav/000015.wav	所以啊这三个篇章当中都有。	zhujingxi
wav/000016.wav	嗯一个非常完整的故事线来连接。	zhujingxi
wav/000017.wav	那其实这张专辑和之前以往专辑也有不一样的地方是。	zhujingxi
wav/000018.wav	嗯这张专辑其实没有一首所谓的主打歌，就是每一首歌都是。	zhujingxi
wav/000019.wav	专辑当中的。	zhujingxi
wav/000020.wav	一部分都是这个故事的一部分。	zhujingxi
wav/000021.wav	然后嗯其实塑胶天堂它不只是一个。	zhujingxi
wav/000022.wav	嗯专辑的概念。	zhujingxi
wav/000023.wav	因为在这个啊完整的故事线当中，专辑只是其中的一部分。	zhujingxi
wav/000024.wav	那还包括了像塑胶天堂1.0的巡演以及。	zhujingxi
wav/000025.wav	很多线上和线下的一些。	zhujingxi
wav/000026.wav	嗯和网友的互动装置艺术等等。	zhujingxi
wav/000027.wav	这样的一系列活动就会把整个塑料天堂的故事讲完。	zhujingxi
wav/000028.wav	啊因为在可能两三年前我在创作上遇到了一个瓶颈。	zhujingxi
wav/000029.wav	我觉得单从情绪表达上已经不能满足我想要表达的东西，很多我想要表达的东西，它其实。	zhujingxi
wav/000030.wav	不是一些情绪的表达，然后在音乐风格上我也希望能够找到。	zhujingxi
wav/000031.wav	自己跟自在能够更放肆发挥的空间。	zhujingxi
wav/000032.wav	那塑料天堂这个。	zhujingxi
wav/000033.wav	专辑的概念，包括赛博朋克美学，包括去探讨科技探讨。	zhujingxi
wav/000034.wav	人性，然后观察内心的这样的一些想法，就促使了我去。	zhujingxi
wav/000035.wav	尝试这个实验。	zhujingxi
wav/000036.wav	其实就像刚才说的塑胶天堂这张专辑，它不只是。	zhujingxi
wav/000037.wav	啊通过歌曲来讲述一个故事，也包括了很多。	zhujingxi
wav/000038.wav	就是我自己的思考，然后。	zhujingxi
wav/000039.wav	和网友们的互动，因为在这张专辑当中，每一首歌啊就是我在网上都对应着一个问题，那其实这些问题。	zhujingxi
wav/000040.wav	也是我想表达的故事里部分，但是更重要的是我想。	zhujingxi
wav/000041.wav	我想通过大家就是包括网友，包括听众，包括观众来和我一起共同的去把这个故事来讲完。	zhujingxi
wav/000042.wav	所以就提出了这10个问题。	zhujingxi
wav/000043.wav	因为其实这首歌刚创作的时候。	zhujingxi
wav/000044.wav	啊也是我很喜欢的一个创作，然后后来。	zhujingxi
wav/000045.wav	嗯就是呃很荣幸就是。	zhujingxi
wav/000046.wav	哲哥他听到了这首歌，然后啊他愿意来演绎，让我也觉得说。	zhujingxi
wav/000047.wav	这首歌他找到了一个非常好的表演者，所以就把这首歌。	zhujingxi
wav/000048.wav	嗯给了张信哲老师。	zhujingxi
wav/000049.wav	然后嗯在这张专辑要发行的过程当中，因为我觉得不在他在。	zhujingxi
wav/000050.wav	啊第二个章节人类记忆闪回当中它是一个。	zhujingxi
wav/000051.wav	很特别的故事。	zhujingxi
wav/000052.wav	就其实不在这首歌在这个。	zhujingxi
wav/000053.wav	专辑里面的位置，它其实是。	zhujingxi
wav/000054.wav	讲述了一个人他迷失在。	zhujingxi
wav/000055.wav	虚拟世界和现实世界的时候，它的一种。	zhujingxi
wav/000056.wav	徘徊和迷恋。	zhujingxi
wav/000057.wav	以及对未来的不确定，所以。	zhujingxi
wav/000058.wav	我也想把这首歌放在就是。	zhujingxi
wav/000059.wav	嗯塑料天堂第二章节当中那这首歌也是有我一部分就是作为人类的视角和回忆。	zhujingxi
wav/000060.wav	就从音乐性来说。	zhujingxi
wav/000061.wav	嗯这首歌和当时给啊。	zhujingxi
wav/000062.wav	哲哥写的那个版本。	zhujingxi
wav/000063.wav	比较不一样的是他会更孤独和接近。	zhujingxi
wav/000064.wav	更绝对的冰冷的感觉。	zhujingxi
wav/000065.wav	可以说是个暗黑。	zhujingxi
wav/000066.wav	因为其实我希望我的演出会更像是一个戏剧的形式，就是我有故事想要去讲，通过视觉也好，通过。	zhujingxi
wav/000067.wav	现场的一些互动也好那。	zhujingxi
wav/000068.wav	写信这部分是在。	zhujingxi
wav/000069.wav	人类零件这首歌的。	zhujingxi
wav/000070.wav	呃表演里面。	zhujingxi
wav/000071.wav	那其实这首歌讲的是。	zhujingxi
wav/000072.wav	也是一个我觉得是挺虐的一个一个故事，两个赛伯格。	zhujingxi
wav/000073.wav	之间的一段爱爱恨情仇。那其实这首歌的。	zhujingxi
wav/000074.wav	就是正式版本，里面是有一个男生的	zhujingxi
wav/000075.wav	他来演绎这部分，但是在现场。	zhujingxi
wav/000076.wav	的情况下，我我会把就是 rap那部分。	zhujingxi
wav/000077.wav	是更像一封信这样子来。	zhujingxi
wav/000078.wav	在现场念出来，所以在音乐结束之后，我会。	zhujingxi
wav/000079.wav	针对另外一个。	zhujingxi
wav/000080.wav	赛伯格的心。	zhujingxi
wav/000081.wav	我给他回了。	zhujingxi
wav/000082.wav	另外一封信，所以就是。	zhujingxi
wav/000083.wav	有这样的一个设计，那其实每场回的信的内容也都是不一样的。	zhujingxi
wav/000084.wav	也是看当天的。	zhujingxi
wav/000085.wav	嗯被观众触发的心情来决定。	zhujingxi
wav/000086.wav	就是我觉得这次也非常的幸运，就是在疫情之后能够和啊观众们来一次这么。	zhujingxi
wav/000087.wav	近距离的接触，而且每一站的。	zhujingxi
wav/000088.wav	人都很多，也挺出乎我的意料的，这是我第一次巡演就收到了。	zhujingxi
wav/000089.wav	这么多人的支持让我觉得很感动，那如果说印象深刻的事情，我觉得。	zhujingxi
wav/000090.wav	可能是在签售的时候，很多人他们会嗯。	zhujingxi
wav/000091.wav	通过写信也好，或者是通过现场。	zhujingxi
wav/000092.wav	告诉我也好，他们自己的一些。	zhujingxi
wav/000093.wav	不适合他们的一些。	zhujingxi
wav/000094.wav	感悟，我觉得这部分是我。	zhujingxi
wav/000095.wav	收获挺大的一部分。	zhujingxi
wav/000096.wav	其实他们找我的时候，我开始的第一反应就是不去就是。	zhujingxi
wav/000097.wav	觉得好像啊。	zhujingxi
wav/000098.wav	那种女明星的真人秀跟我没有什么关系，但是他们说。	zhujingxi
wav/000099.wav	你可以去表演一首自己的歌，那其实我对舞台这个东西是挺珍惜的，那既然有平台可以去表演一首。	zhujingxi
wav/000100.wav	我想演什么演什么？就是我做赛沃朋克也好，做Y2K也好，他们都就是。	zhujingxi
wav/000101.wav	觉得很支持很开放，我就觉得那赚一个舞台也是赚了，干嘛不去呢？	zhujingxi
wav/000102.wav	我觉得参加完这个节目之后变的地方就是。	zhujingxi
wav/000103.wav	我收获到了更多的关注，然后也有可能更多的机会。	zhujingxi
wav/000104.wav	然后也找到了。	zhujingxi
wav/000105.wav	一群志同道合的人让他们看到了，我也让我看到了他们，我觉得这个是。	zhujingxi
wav/000106.wav	非常幸运的地方，与此同时也变得就是最近比较忙碌。	zhujingxi
wav/000107.wav	然后啊不变的部分就是。	zhujingxi
wav/000108.wav	因为像之前的采访也好，或者是像之前的一些专访也好，我可能会还有微博发的一些。	zhujingxi
wav/000109.wav	就是发了一条微博，我觉得就是用了一句。	zhujingxi
wav/000110.wav	就是忽然失去爱情里面的一句一句我印象很深刻的句子就是浮华而已，但是这个福经历这个浮夸不是去否定这个浮华，就是它可能很闪光，它是你生命当生活当中一个很闪光的记忆，但是。	zhujingxi
wav/000111.wav	你是经历了这些之后，你还是会回到你自己的生活。	zhujingxi
wav/000112.wav	就是其实我我特别清楚我生活的本质是什么，就是也特别清楚自己在做什么事情，所以在。	zhujingxi
wav/000113.wav	节目结束之后，我第一点想做的事情就是我要去。	zhujingxi
wav/000114.wav	然后我还是要。	zhujingxi
wav/000115.wav	做我的音乐，然后去做一个独立音乐人该做的事情。	zhujingxi
wav/000116.wav	我是一个特别不怕尴尬的人。	zhujingxi
wav/000117.wav	所以就是想挑战一下观众调皮。	zhujingxi
wav/000118.wav	那有的时候就是特别是嗯	zhujingxi
wav/000119.wav	十月一号其实我在上海做了一场。	zhujingxi
wav/000120.wav	比较不一样的演出，就是跟大悲宇宙一起共同完成了一个	zhujingxi
wav/000121.wav	艺术装置，那我的表演也是装置的一部分。	zhujingxi
wav/000122.wav	然后其实在那个场景之下。	zhujingxi
wav/000123.wav	经历了所谓的尴尬的时间要更长，因为我的造型很夸张，所以我就一直只能在那个现场。	zhujingxi
wav/000124.wav	站着等所有的观众进完场。	zhujingxi
wav/000125.wav	在开始我的表演。	zhujingxi
wav/000126.wav	我觉得其实。	zhujingxi
wav/000127.wav	其实这些尴尬的我来说都是一个很宝贵的体验。	zhujingxi
wav/000128.wav	也就是如果你能够经受的这个。	zhujingxi
